sample_token,attribute,error_rate
407969e29bf741f184bf8405af03588e,vehicle_density,1.0
407969e29bf741f184bf8405af03588e,vru_present,1.0
407969e29bf741f184bf8405af03588e,weather,0.133
41550a1f0b0548e5823b14d95e807c7d,time_of_day,0.267
41550a1f0b0548e5823b14d95e807c7d,vehicle_density,0.4
41550a1f0b0548e5823b14d95e807c7d,vru_present,0.6
41550a1f0b0548e5823b14d95e807c7d,weather,0.0
4246e57f018745c9b2bc68feb3d71b58,time_of_day,0.133
4246e57f018745c9b2bc68feb3d71b58,vehicle_density,1.0
4246e57f018745c9b2bc68feb3d71b58,vru_present,0.0
4246e57f018745c9b2bc68feb3d71b58,weather,0.133
44237858a539457da65822bfcf58c414,time_of_day,0.2
44237858a539457da65822bfcf58c414,vehicle_density,1.0
44237858a539457da65822bfcf58c414,vru_present,1.0
447c96d132e9494e8b03050e8dcae124,time_of_day,0.0
447c96d132e9494e8b03050e8dcae124,vehicle_density,0.933
447c96d132e9494e8b03050e8dcae124,vru_present,0.333
447c96d132e9494e8b03050e8dcae124,weather,0.0
456ec36cb4a44ca78f36fbd90c0c34fa,time_of_day,0.0
456ec36cb4a44ca78f36fbd90c0c34fa,vehicle_density,0.867
456ec36cb4a44ca78f36fbd90c0c34fa,vru_present,0.133
456ec36cb4a44ca78f36fbd90c0c34fa,weather,0.0
46292fc546f048f29520299220f22798,time_of_day,0.0
46292fc546f048f29520299220f22798,vehicle_density,1.0
46292fc546f048f29520299220f22798,vru_present,0.067
46292fc546f048f29520299220f22798,weather,0.2
4711bcd34644420da8bc77163431888e,time_of_day,0.0
4711bcd34644420da8bc77163431888e,vehicle_density,1.0
4711bcd34644420da8bc77163431888e,vru_present,0.267
4711bcd34644420da8bc77163431888e,weather,0.067
47188ae2bc8c4faf83c909b135701176,time_of_day,0.0
47188ae2bc8c4faf83c909b135701176,vehicle_density,1.0
47188ae2bc8c4faf83c909b135701176,vru_present,0.067
47188ae2bc8c4faf83c909b135701176,weather,0.0
4786b3c0d0a24c8b86b0676d32dd5919,time_of_day,0.267
4786b3c0d0a24c8b86b0676d32dd5919,vehicle_density,0.0
4786b3c0d0a24c8b86b0676d32dd5919,vru_present,0.8
4786b3c0d0a24c8b86b0676d32dd5919,weather,0.0
49dfd2f2fef447cc9b8dec3e17c1c919,time_of_day,0.267
49dfd2f2fef447cc9b8dec3e17c1c919,vehicle_density,0.067
49dfd2f2fef447cc9b8dec3e17c1c919,vru_present,0.867
4a61e56dd1ee4c159cc595b52aa2a254,time_of_day,0.0
4a61e56dd1ee4c159cc595b52aa2a254,vehicle_density,1.0
4a61e56dd1ee4c159cc595b52aa2a254,vru_present,1.0
4a61e56dd1ee4c159cc595b52aa2a254,weather,0.067
4aaaf68b9f9f45968a4e862eb03e17ea,time_of_day,0.267
4aaaf68b9f9f45968a4e862eb03e17ea,vehicle_density,1.0
4aaaf68b9f9f45968a4e862eb03e17ea,vru_present,0.267
4aaaf68b9f9f45968a4e862eb03e17ea,weather,0.133
4ae9c033164e4e01a0392672686d095c,time_of_day,0.0
4ae9c033164e4e01a0392672686d095c,vehicle_density,1.0
4ae9c033164e4e01a0392672686d095c,vru_present,0.333
4ae9c033164e4e01a0392672686d095c,weather,0.0
4b894442c95141f9affd731d9da7b43c,time_of_day,0.067
4b894442c95141f9affd731d9da7b43c,vehicle_density,0.867
4b894442c95141f9affd731d9da7b43c,vru_present,0.6
4cd162f9083b47d0acd83129a6539c01,time_of_day,0.2
4cd162f9083b47d0acd83129a6539c01,vehicle_density,0.8
4cd162f9083b47d0acd83129a6539c01,vru_present,1.0
4cd162f9083b47d0acd83129a6539c01,weather,0.8
4cf5d6c3f6ab42aab23f67b5a9782d1a,time_of_day,0.0
4cf5d6c3f6ab42aab23f67b5a9782d1a,vehicle_density,0.4
4cf5d6c3f6ab42aab23f67b5a9782d1a,vru_present,0.0
4cf5d6c3f6ab42aab23f67b5a9782d1a,weather,0.0
4d4e4c0fd8ec49bdb12788e0a9ecbce3,time_of_day,0.2
4d4e4c0fd8ec49bdb12788e0a9ecbce3,vehicle_density,1.0
4d4e4c0fd8ec49bdb12788e0a9ecbce3,vru_present,0.267
4d4e4c0fd8ec49bdb12788e0a9ecbce3,weather,0.267
4d7cf1ad5f9c4842bb6f135e058deed4,time_of_day,0.0
4d7cf1ad5f9c4842bb6f135e058deed4,vehicle_density,1.0
4d7cf1ad5f9c4842bb6f135e058deed4,vru_present,0.333
4d7cf1ad5f9c4842bb6f135e058deed4,weather,0.0
4d8ff5b287bb4e1ba6d0a0f79fc74457,time_of_day,0.133
4d8ff5b287bb4e1ba6d0a0f79fc74457,vehicle_density,1.0
4d8ff5b287bb4e1ba6d0a0f79fc74457,vru_present,0.067
4d8ff5b287bb4e1ba6d0a0f79fc74457,weather,0.2
4e169e93acb346d59de1af7f2b4882e1,time_of_day,0.2
4e169e93acb346d59de1af7f2b4882e1,vehicle_density,0.467
4e169e93acb346d59de1af7f2b4882e1,vru_present,0.667
4e169e93acb346d59de1af7f2b4882e1,weather,0.0
4e1d1031fe9f45f981a2f598365fc645,time_of_day,0.0
4e1d1031fe9f45f981a2f598365fc645,vehicle_density,0.467
4e1d1031fe9f45f981a2f598365fc645,vru_present,1.0
4ee219c4638949de9d994bc792fd0a69,time_of_day,0.4
4ee219c4638949de9d994bc792fd0a69,vehicle_density,1.0
4ee219c4638949de9d994bc792fd0a69,vru_present,0.6
4ee219c4638949de9d994bc792fd0a69,weather,0.0
4f545737bf3347fbbc9af60b0be9a963,time_of_day,0.133
4f545737bf3347fbbc9af60b0be9a963,vehicle_density,0.2
4f545737bf3347fbbc9af60b0be9a963,vru_present,0.533
4f545737bf3347fbbc9af60b0be9a963,weather,0.0
521cde13efcc4f7cb5f93db99cce30f4,time_of_day,0.2
521cde13efcc4f7cb5f93db99cce30f4,vehicle_density,1.0
521cde13efcc4f7cb5f93db99cce30f4,vru_present,0.6
521cde13efcc4f7cb5f93db99cce30f4,weather,0.0
55c258972acb4300a3a6077a531ab050,time_of_day,0.2
55c258972acb4300a3a6077a531ab050,vehicle_density,1.0
55c258972acb4300a3a6077a531ab050,vru_present,1.0
576f17c305324ed7bf460f0110617355,time_of_day,0.0
576f17c305324ed7bf460f0110617355,vehicle_density,0.933
576f17c305324ed7bf460f0110617355,vru_present,0.333
576f17c305324ed7bf460f0110617355,weather,0.0
5991fad3280c4f84b331536c32001a04,time_of_day,0.0
5991fad3280c4f84b331536c32001a04,vehicle_density,0.933
5991fad3280c4f84b331536c32001a04,vru_present,0.733
5991fad3280c4f84b331536c32001a04,weather,0.0
5998b71b64c146769bde1d5430741381,time_of_day,0.0
5998b71b64c146769bde1d5430741381,vehicle_density,0.733
5998b71b64c146769bde1d5430741381,vru_present,1.0
5998b71b64c146769bde1d5430741381,weather,0.333
59b32981037042eda1fed3c1026fbaba,time_of_day,0.267
59b32981037042eda1fed3c1026fbaba,vehicle_density,0.667
59b32981037042eda1fed3c1026fbaba,vru_present,1.0
59b32981037042eda1fed3c1026fbaba,weather,0.067
59bd7a9fae8a45bcb76f1847cf09e000,time_of_day,0.0
59bd7a9fae8a45bcb76f1847cf09e000,vehicle_density,1.0
59bd7a9fae8a45bcb76f1847cf09e000,vru_present,0.133
59bd7a9fae8a45bcb76f1847cf09e000,weather,0.067
5b03af7a953245b5a3b23191ed4da62a,time_of_day,0.0
5b03af7a953245b5a3b23191ed4da62a,vehicle_density,0.533
5b03af7a953245b5a3b23191ed4da62a,vru_present,0.333
5b03af7a953245b5a3b23191ed4da62a,weather,0.0
5b77f438091b4d00a74d333ef2fe9033,time_of_day,0.2
5b77f438091b4d00a74d333ef2fe9033,vehicle_density,0.933
5b77f438091b4d00a74d333ef2fe9033,vru_present,1.0
5b77f438091b4d00a74d333ef2fe9033,weather,0.733
5b7cb170eee6468aa1fdbd3abcf63c5a,time_of_day,0.133
5b7cb170eee6468aa1fdbd3abcf63c5a,vehicle_density,1.0
5b7cb170eee6468aa1fdbd3abcf63c5a,vru_present,0.067
5bbeb4e68d51413f81a370cb33ef27fb,time_of_day,0.0
5bbeb4e68d51413f81a370cb33ef27fb,vehicle_density,0.733
5bbeb4e68d51413f81a370cb33ef27fb,vru_present,0.333
5bbeb4e68d51413f81a370cb33ef27fb,weather,0.0
5c85640c10d9485c86bf6eb44778c002,time_of_day,0.0
5c85640c10d9485c86bf6eb44778c002,vehicle_density,0.8
5c85640c10d9485c86bf6eb44778c002,vru_present,0.067
5c85640c10d9485c86bf6eb44778c002,weather,0.0
5f3fc3c1d08b47cabc1bbca600abbfa8,time_of_day,0.0
5f3fc3c1d08b47cabc1bbca600abbfa8,vehicle_density,0.267
5f3fc3c1d08b47cabc1bbca600abbfa8,vru_present,1.0
5f3fc3c1d08b47cabc1bbca600abbfa8,weather,0.0
5f6cc6483988439a824cec99e28bb5b9,time_of_day,0.0
5f6cc6483988439a824cec99e28bb5b9,vehicle_density,0.8
5f6cc6483988439a824cec99e28bb5b9,vru_present,0.267
5f6cc6483988439a824cec99e28bb5b9,weather,0.0
5fda58ee3ae44ab9b4bbac7a2de66c27,time_of_day,0.067
5fda58ee3ae44ab9b4bbac7a2de66c27,vehicle_density,0.6
5fda58ee3ae44ab9b4bbac7a2de66c27,vru_present,0.0
5fda58ee3ae44ab9b4bbac7a2de66c27,weather,0.067
609d5177362340458a3bfd4949cd1e64,time_of_day,0.2
609d5177362340458a3bfd4949cd1e64,vehicle_density,1.0
609d5177362340458a3bfd4949cd1e64,vru_present,0.0
614c6962e44240b1b0ebb3eb351fe0eb,time_of_day,0.2
614c6962e44240b1b0ebb3eb351fe0eb,vehicle_density,1.0
614c6962e44240b1b0ebb3eb351fe0eb,vru_present,0.267
614c6962e44240b1b0ebb3eb351fe0eb,weather,0.0
61a7bd24f88a46c2963280d8b13ac675,time_of_day,0.2
61a7bd24f88a46c2963280d8b13ac675,vehicle_density,1.0
61a7bd24f88a46c2963280d8b13ac675,vru_present,0.067
61cfc5554a724824b0d34bddc147d890,time_of_day,0.2
61cfc5554a724824b0d34bddc147d890,vehicle_density,0.8
61cfc5554a724824b0d34bddc147d890,vru_present,0.533
61cfc5554a724824b0d34bddc147d890,weather,0.267
61d47d1198184bfdaa6777e9448d825d,time_of_day,0.2
61d47d1198184bfdaa6777e9448d825d,vehicle_density,0.2
61d47d1198184bfdaa6777e9448d825d,vru_present,0.6
61d47d1198184bfdaa6777e9448d825d,weather,0.0
61d9340c5ad8418dafe7a4af1b96e6b9,time_of_day,0.0
61d9340c5ad8418dafe7a4af1b96e6b9,vehicle_density,0.8
61d9340c5ad8418dafe7a4af1b96e6b9,vru_present,0.067
61d9340c5ad8418dafe7a4af1b96e6b9,weather,0.0
639a4120779f44bb9cf41be3e8612e36,time_of_day,0.267
639a4120779f44bb9cf41be3e8612e36,vehicle_density,0.933
639a4120779f44bb9cf41be3e8612e36,vru_present,0.0
639a4120779f44bb9cf41be3e8612e36,weather,0.133
63c24b51feb94f14bec29022dae4975d,time_of_day,0.267
63c24b51feb94f14bec29022dae4975d,vehicle_density,1.0
63c24b51feb94f14bec29022dae4975d,vru_present,1.0
63c24b51feb94f14bec29022dae4975d,weather,0.067
6402fd1ffaf041d0b9162bd92a7ba0a2,time_of_day,0.0
6402fd1ffaf041d0b9162bd92a7ba0a2,vehicle_density,0.133
6402fd1ffaf041d0b9162bd92a7ba0a2,vru_present,0.0
6402fd1ffaf041d0b9162bd92a7ba0a2,weather,0.0
64134c75d5f547fdb4a6862b192f06cd,time_of_day,0.0
64134c75d5f547fdb4a6862b192f06cd,vehicle_density,0.8
64134c75d5f547fdb4a6862b192f06cd,vru_present,1.0
64134c75d5f547fdb4a6862b192f06cd,weather,0.867
648fe1aeca944fb793b334cb6ee01854,time_of_day,0.8
648fe1aeca944fb793b334cb6ee01854,vehicle_density,1.0
648fe1aeca944fb793b334cb6ee01854,vru_present,0.0
67e5f88901214f3aa03d68e028185e22,time_of_day,0.4
67e5f88901214f3aa03d68e028185e22,vehicle_density,0.8
67e5f88901214f3aa03d68e028185e22,vru_present,0.0
67e5f88901214f3aa03d68e028185e22,weather,0.133
6832e717621341568c759151b5974512,time_of_day,0.0
6832e717621341568c759151b5974512,vehicle_density,1.0
6832e717621341568c759151b5974512,vru_present,0.0
6832e717621341568c759151b5974512,weather,0.0
6873840fc1df4796a7b959e13e9fb78a,time_of_day,0.0
6873840fc1df4796a7b959e13e9fb78a,vehicle_density,1.0
6873840fc1df4796a7b959e13e9fb78a,vru_present,0.2
6873840fc1df4796a7b959e13e9fb78a,weather,0.0
6a9eb66eaac44de69c19d24b9d76e598,time_of_day,0.0
6a9eb66eaac44de69c19d24b9d76e598,vehicle_density,0.133
6a9eb66eaac44de69c19d24b9d76e598,vru_present,1.0
6a9eb66eaac44de69c19d24b9d76e598,weather,1.0
6aa6fa91e0d1492e812eb7e57c47df6e,time_of_day,0.2
6aa6fa91e0d1492e812eb7e57c47df6e,vehicle_density,0.8
6aa6fa91e0d1492e812eb7e57c47df6e,vru_present,0.2
6aa6fa91e0d1492e812eb7e57c47df6e,weather,0.133
6af01b48aec7475eac1f8e9add0276ff,time_of_day,0.0
6af01b48aec7475eac1f8e9add0276ff,vehicle_density,1.0
6af01b48aec7475eac1f8e9add0276ff,vru_present,0.467
6af01b48aec7475eac1f8e9add0276ff,weather,0.0
6b7487db4612438db7d446e2832a9e2e,time_of_day,0.0
6b7487db4612438db7d446e2832a9e2e,vehicle_density,1.0
6b7487db4612438db7d446e2832a9e2e,vru_present,1.0
6b7487db4612438db7d446e2832a9e2e,weather,0.4
6bfd42cf0aba4f1a94ec11fa43e2dd92,time_of_day,0.0
6bfd42cf0aba4f1a94ec11fa43e2dd92,vehicle_density,0.8
6bfd42cf0aba4f1a94ec11fa43e2dd92,vru_present,0.067
6bfd42cf0aba4f1a94ec11fa43e2dd92,weather,0.0
6cb024831cce4b6e8acf85afb7cece6e,time_of_day,0.2
6cb024831cce4b6e8acf85afb7cece6e,vehicle_density,0.0
6cb024831cce4b6e8acf85afb7cece6e,vru_present,0.6
6d1d793b68b24165be5755a54054c82a,time_of_day,0.2
6d1d793b68b24165be5755a54054c82a,vehicle_density,0.733
6d1d793b68b24165be5755a54054c82a,vru_present,1.0
6d1d793b68b24165be5755a54054c82a,weather,0.6
6d5d0e60cbf4429d8b6cfa055924e5ca,time_of_day,0.2
6d5d0e60cbf4429d8b6cfa055924e5ca,vehicle_density,1.0
6d5d0e60cbf4429d8b6cfa055924e5ca,vru_present,0.667
6d5d0e60cbf4429d8b6cfa055924e5ca,weather,0.067
6d9984d09d52479e837da2fd09e192cc,time_of_day,0.0
6d9984d09d52479e837da2fd09e192cc,vehicle_density,0.2
6d9984d09d52479e837da2fd09e192cc,vru_present,0.0
6d9984d09d52479e837da2fd09e192cc,weather,0.0
6dabc0fb1df045558f802246dd186b3f,time_of_day,0.0
6dabc0fb1df045558f802246dd186b3f,vehicle_density,1.0
6dabc0fb1df045558f802246dd186b3f,vru_present,0.667
6dabc0fb1df045558f802246dd186b3f,weather,0.0
6e004695af1549c398a52b5c95e22060,time_of_day,0.0
6e004695af1549c398a52b5c95e22060,vehicle_density,0.2
6e004695af1549c398a52b5c95e22060,vru_present,1.0
6e004695af1549c398a52b5c95e22060,weather,0.0
6f114ec641f8426399b69e844c0dfd62,time_of_day,0.0
6f114ec641f8426399b69e844c0dfd62,vehicle_density,0.867
6f114ec641f8426399b69e844c0dfd62,vru_present,0.133
6f114ec641f8426399b69e844c0dfd62,weather,0.0
6ff9723a60bf4e14b328b3b19f04dc32,time_of_day,0.2
6ff9723a60bf4e14b328b3b19f04dc32,vehicle_density,1.0
6ff9723a60bf4e14b328b3b19f04dc32,vru_present,0.533
700c1a25559b4433be532de3475e58a9,time_of_day,0.0
700c1a25559b4433be532de3475e58a9,vehicle_density,1.0
700c1a25559b4433be532de3475e58a9,vru_present,0.0
700c1a25559b4433be532de3475e58a9,weather,0.0
7147d8d1b51b428fb408f34799325111,time_of_day,0.2
7147d8d1b51b428fb408f34799325111,vehicle_density,0.6
7147d8d1b51b428fb408f34799325111,vru_present,0.267
7147d8d1b51b428fb408f34799325111,weather,0.267
7220a2aaebf347cda4efedc88dcae96e,time_of_day,0.2
7220a2aaebf347cda4efedc88dcae96e,vehicle_density,0.667
7220a2aaebf347cda4efedc88dcae96e,vru_present,1.0
7220a2aaebf347cda4efedc88dcae96e,weather,0.6
728e3e32df3c413389cb7e233de96ac4,time_of_day,0.133
728e3e32df3c413389cb7e233de96ac4,vehicle_density,0.6
728e3e32df3c413389cb7e233de96ac4,vru_present,0.733
728e3e32df3c413389cb7e233de96ac4,weather,0.0
7315022fc89147a6afc7f978601f8f38,time_of_day,0.0
7315022fc89147a6afc7f978601f8f38,vehicle_density,0.733
7315022fc89147a6afc7f978601f8f38,vru_present,0.467
7315022fc89147a6afc7f978601f8f38,weather,0.0
739b12938d0e410d9b8fc832dfad5510,time_of_day,0.0
739b12938d0e410d9b8fc832dfad5510,vehicle_density,1.0
739b12938d0e410d9b8fc832dfad5510,vru_present,0.4
739b12938d0e410d9b8fc832dfad5510,weather,0.0
73ccc9c10a3547849b8ff130d50bac98,time_of_day,0.133
73ccc9c10a3547849b8ff130d50bac98,vehicle_density,1.0
73ccc9c10a3547849b8ff130d50bac98,vru_present,0.0
73ccc9c10a3547849b8ff130d50bac98,weather,0.2
73e2b7fb98ef41aface277a968d65941,time_of_day,0.067
73e2b7fb98ef41aface277a968d65941,vehicle_density,1.0
73e2b7fb98ef41aface277a968d65941,vru_present,1.0
73e2b7fb98ef41aface277a968d65941,weather,0.2
73eb876167f4419a9a6ec1a601abdcaf,time_of_day,0.0
73eb876167f4419a9a6ec1a601abdcaf,vehicle_density,1.0
73eb876167f4419a9a6ec1a601abdcaf,vru_present,0.933
73eb876167f4419a9a6ec1a601abdcaf,weather,0.2
747aa46b9a4641fe90db05d97db2acea,time_of_day,0.0
747aa46b9a4641fe90db05d97db2acea,vehicle_density,1.0
747aa46b9a4641fe90db05d97db2acea,vru_present,0.067
747aa46b9a4641fe90db05d97db2acea,weather,0.0
7626dde27d604ac28a0240bdd54eba7a,time_of_day,0.067
7626dde27d604ac28a0240bdd54eba7a,vehicle_density,1.0
7626dde27d604ac28a0240bdd54eba7a,vru_present,0.6
7626dde27d604ac28a0240bdd54eba7a,weather,0.0
77fc24547ab34182a945eecb825b6576,time_of_day,0.8
77fc24547ab34182a945eecb825b6576,vehicle_density,1.0
77fc24547ab34182a945eecb825b6576,vru_present,0.0
78e778e7e6c84dc59c0436a4d6ff5032,time_of_day,0.6
78e778e7e6c84dc59c0436a4d6ff5032,vehicle_density,1.0
78e778e7e6c84dc59c0436a4d6ff5032,vru_present,0.8
78e778e7e6c84dc59c0436a4d6ff5032,weather,0.4
796b1988dd254f74bf2fb19ba9c5b8c6,time_of_day,0.0
796b1988dd254f74bf2fb19ba9c5b8c6,vehicle_density,0.2
796b1988dd254f74bf2fb19ba9c5b8c6,vru_present,0.0
796b1988dd254f74bf2fb19ba9c5b8c6,weather,0.0
79937d5eae1d450499677a0dcffa210c,time_of_day,0.0
79937d5eae1d450499677a0dcffa210c,vehicle_density,0.667
79937d5eae1d450499677a0dcffa210c,vru_present,0.4
79937d5eae1d450499677a0dcffa210c,weather,0.0
7ae00681137b40f5bd7bef3823a82ee2,time_of_day,0.0
7ae00681137b40f5bd7bef3823a82ee2,vehicle_density,1.0
7ae00681137b40f5bd7bef3823a82ee2,vru_present,0.933
7ae00681137b40f5bd7bef3823a82ee2,weather,0.2
7bebe3c9be714f02837f8617c56df122,time_of_day,0.0
7bebe3c9be714f02837f8617c56df122,vehicle_density,1.0
7bebe3c9be714f02837f8617c56df122,vru_present,1.0
7bf1cef0e253474e847ee4c2eb955901,time_of_day,0.4
7bf1cef0e253474e847ee4c2eb955901,vehicle_density,0.933
7bf1cef0e253474e847ee4c2eb955901,vru_present,0.867
7bf1cef0e253474e847ee4c2eb955901,weather,0.333
7ca3502caf394d6d9c0a80b822b3ff48,time_of_day,0.2
7ca3502caf394d6d9c0a80b822b3ff48,vehicle_density,0.667
7ca3502caf394d6d9c0a80b822b3ff48,vru_present,1.0
7ca3502caf394d6d9c0a80b822b3ff48,weather,0.6
7d82aa0c679141d1a71733b85fdcd3ed,time_of_day,0.0
7d82aa0c679141d1a71733b85fdcd3ed,vehicle_density,1.0
7d82aa0c679141d1a71733b85fdcd3ed,vru_present,0.6
7df1288fed8a403b8e7a35112b392d7c,time_of_day,0.133
7df1288fed8a403b8e7a35112b392d7c,vehicle_density,0.933
7df1288fed8a403b8e7a35112b392d7c,vru_present,1.0
7df1288fed8a403b8e7a35112b392d7c,weather,0.067
7f49d07afdf64212a4eea699cb5ab17c,time_of_day,0.2
7f49d07afdf64212a4eea699cb5ab17c,vehicle_density,0.8
7f49d07afdf64212a4eea699cb5ab17c,vru_present,1.0
7f49d07afdf64212a4eea699cb5ab17c,weather,0.8
7f594234e8034228b1a7d727f1981e09,time_of_day,0.2
7f594234e8034228b1a7d727f1981e09,vehicle_density,0.4
7f594234e8034228b1a7d727f1981e09,vru_present,1.0
7f87e737dad642d9aff78a7fe12ce194,time_of_day,0.0
7f87e737dad642d9aff78a7fe12ce194,vehicle_density,0.6
7f87e737dad642d9aff78a7fe12ce194,vru_present,1.0
7f87e737dad642d9aff78a7fe12ce194,weather,1.0
7fd597745c26471ab336b3dd41a5f6dc,time_of_day,0.2
7fd597745c26471ab336b3dd41a5f6dc,vehicle_density,1.0
7fd597745c26471ab336b3dd41a5f6dc,vru_present,0.0
7fd597745c26471ab336b3dd41a5f6dc,weather,0.067
7ff999a1242e4573a81dd3a6f0c158a2,time_of_day,0.0
7ff999a1242e4573a81dd3a6f0c158a2,vehicle_density,0.8
7ff999a1242e4573a81dd3a6f0c158a2,vru_present,1.0
7ff999a1242e4573a81dd3a6f0c158a2,weather,0.0
8017a35b9b5e476289a89bd098a4a1d1,time_of_day,0.0
8017a35b9b5e476289a89bd098a4a1d1,vehicle_density,0.733
8017a35b9b5e476289a89bd098a4a1d1,vru_present,0.533
8017a35b9b5e476289a89bd098a4a1d1,weather,0.0
8057958576034e51bac9bdc5740128d5,time_of_day,0.0
8057958576034e51bac9bdc5740128d5,vehicle_density,0.8
8057958576034e51bac9bdc5740128d5,vru_present,0.6
8057958576034e51bac9bdc5740128d5,weather,0.0
8092909473464f80b9f791a4d31ddcb8,time_of_day,0.2
8092909473464f80b9f791a4d31ddcb8,vehicle_density,1.0
8092909473464f80b9f791a4d31ddcb8,vru_present,0.733
8178cfbc864e4cb0b6e35746b32bed9f,time_of_day,0.8
8178cfbc864e4cb0b6e35746b32bed9f,vehicle_density,1.0
8178cfbc864e4cb0b6e35746b32bed9f,vru_present,0.333
82597244941b4e79aa3e1e9cc6386f8b,time_of_day,0.0
82597244941b4e79aa3e1e9cc6386f8b,vehicle_density,1.0
82597244941b4e79aa3e1e9cc6386f8b,vru_present,0.667
82597244941b4e79aa3e1e9cc6386f8b,weather,0.0
8336b62c3f6f4bb988c3865cc5df4446,time_of_day,0.0
8336b62c3f6f4bb988c3865cc5df4446,vehicle_density,0.733
8336b62c3f6f4bb988c3865cc5df4446,vru_present,0.2
8336b62c3f6f4bb988c3865cc5df4446,weather,0.067
8366b5125ac945f3b93153cfa39f1677,time_of_day,0.0
8366b5125ac945f3b93153cfa39f1677,vehicle_density,1.0
8366b5125ac945f3b93153cfa39f1677,vru_present,1.0
8366b5125ac945f3b93153cfa39f1677,weather,0.2
841dd6709e9b4d7c9d6bf888f1fe6d7e,time_of_day,0.2
841dd6709e9b4d7c9d6bf888f1fe6d7e,vehicle_density,0.8
841dd6709e9b4d7c9d6bf888f1fe6d7e,vru_present,1.0
8573a885a7cb41d185c05029eeb9a54e,time_of_day,0.2
8573a885a7cb41d185c05029eeb9a54e,vehicle_density,1.0
8573a885a7cb41d185c05029eeb9a54e,vru_present,1.0
